opportunity_id,stage,entered_date,exited_date,days_in_stage
OPP-00113,Qualification,2023-06-21,2023-06-23,2.0
OPP-00113,Proof of Concept,2023-06-23,2023-07-02,9.0
OPP-00113,Negotiation,2023-07-02,2023-07-03,1.0
OPP-00114,Discovery,2023-06-16,2023-06-21,5.0
OPP-00114,Qualification,2023-06-21,2023-06-30,9.0
OPP-00114,Proof of Concept,2023-06-30,2023-07-05,5.0
OPP-00114,Negotiation,2023-07-05,2023-07-10,5.0
OPP-00115,Discovery,2023-04-05,2023-04-15,10.0
OPP-00115,Qualification,2023-04-15,2023-04-28,13.0
OPP-00115,Proof of Concept,2023-04-28,2023-06-29,62.0
OPP-00115,Negotiation,2023-06-29,2023-07-10,11.0
OPP-00116,Discovery,2023-06-19,2023-06-20,1.0
OPP-00116,Qualification,2023-06-20,2023-06-30,10.0
OPP-00116,Proof of Concept,2023-06-30,2023-07-16,16.0
OPP-00116,Negotiation,2023-07-16,2023-07-21,5.0
OPP-00117,Discovery,2023-06-15,2023-06-17,2.0
OPP-00117,Qualification,2023-06-17,2023-06-20,3.0
OPP-00117,Proof of Concept,2023-06-20,2023-06-22,2.0
OPP-00117,Negotiation,2023-06-22,2023-07-05,13.0
OPP-00118,Discovery,2023-07-04,2023-07-09,5.0
OPP-00118,Qualification,2023-07-09,2023-07-10,1.0
OPP-00118,Proof of Concept,2023-07-10,2023-07-15,5.0
OPP-00118,Negotiation,2023-07-15,2023-07-22,7.0
OPP-00119,Discovery,2023-04-27,2023-05-02,5.0
OPP-00119,Qualification,2023-05-02,2023-05-19,17.0
OPP-00119,Proof of Concept,2023-05-19,2023-06-13,25.0
OPP-00119,Negotiation,2023-06-13,2023-07-19,36.0
OPP-00120,Discovery,2023-06-20,2023-06-21,1.0
OPP-00120,Qualification,2023-06-21,2023-06-28,7.0
OPP-00120,Proof of Concept,2023-06-28,2023-07-04,6.0
OPP-00120,Negotiation,2023-07-04,2023-07-18,14.0
OPP-00121,Discovery,2023-06-08,2023-06-14,6.0
OPP-00121,Qualification,2023-06-14,2023-06-20,6.0
OPP-00121,Proof of Concept,2023-06-20,2023-07-13,23.0
OPP-00121,Negotiation,2023-07-13,2023-07-20,7.0
OPP-00122,Discovery,2023-05-20,2023-06-02,13.0
OPP-00122,Qualification,2023-06-02,2023-06-27,25.0
OPP-00122,Proof of Concept,2023-06-27,2023-07-08,11.0
OPP-00122,Negotiation,2023-07-08,2023-07-14,6.0
OPP-00123,Discovery,2023-06-27,2023-07-01,4.0
OPP-00123,Qualification,2023-07-01,2023-07-16,15.0
OPP-00123,Proof of Concept,2023-07-16,2023-07-22,6.0
OPP-00123,Negotiation,2023-07-22,2023-07-25,3.0
OPP-00124,Discovery,2023-05-24,2023-05-31,7.0
OPP-00124,Qualification,2023-05-31,2023-06-06,6.0
OPP-00124,Proof of Concept,2023-06-06,2023-06-26,20.0
OPP-00124,Negotiation,2023-06-26,2023-07-01,5.0
OPP-00125,Discovery,2023-05-28,2023-06-07,10.0
OPP-00125,Qualification,2023-06-07,2023-06-16,9.0
OPP-00125,Proof of Concept,2023-06-16,2023-06-26,10.0
OPP-00125,Negotiation,2023-06-26,2023-07-01,5.0
OPP-00126,Discovery,2023-06-12,2023-06-15,3.0
OPP-00126,Qualification,2023-06-15,2023-07-04,19.0
OPP-00126,Proof of Concept,2023-07-04,2023-07-23,19.0
OPP-00126,Negotiation,2023-07-23,2023-08-09,17.0
OPP-00127,Discovery,2023-07-19,2023-07-24,5.0
OPP-00127,Qualification,2023-07-24,2023-07-28,4.0
OPP-00127,Proof of Concept,2023-07-28,2023-07-30,2.0
OPP-00127,Negotiation,2023-07-30,2023-08-07,8.0
OPP-00128,Discovery,2023-07-06,2023-07-13,7.0
OPP-00128,Qualification,2023-07-13,2023-07-29,16.0
OPP-00128,Proof of Concept,2023-07-29,2023-07-31,2.0
OPP-00128,Negotiation,2023-07-31,2023-08-05,5.0
OPP-00129,Discovery,2023-07-14,2023-07-27,13.0
OPP-00129,Qualification,2023-07-27,2023-08-04,8.0
OPP-00129,Proof of Concept,2023-08-04,2023-08-19,15.0
OPP-00129,Negotiation,2023-08-19,2023-08-23,4.0
OPP-00130,Discovery,2023-07-17,2023-07-23,6.0
OPP-00130,Qualification,2023-07-23,2023-07-29,6.0
OPP-00130,Proof of Concept,2023-07-29,2023-08-02,4.0
OPP-00130,Negotiation,2023-08-02,2023-08-27,25.0
OPP-00131,Discovery,2023-07-27,2023-08-07,11.0
OPP-00131,Qualification,2023-08-07,2023-08-16,9.0
OPP-00131,Proof of Concept,2023-08-16,2023-08-20,4.0
OPP-00131,Negotiation,2023-08-20,2023-08-27,7.0
OPP-00132,Discovery,2023-07-05,2023-07-12,7.0
OPP-00132,Qualification,2023-07-12,2023-07-20,8.0
OPP-00132,Proof of Concept,2023-07-20,2023-08-06,17.0
OPP-00132,Negotiation,2023-08-06,2023-08-10,4.0
OPP-00133,Discovery,2023-07-18,2023-07-20,2.0
OPP-00133,Qualification,2023-07-20,2023-07-27,7.0
OPP-00133,Proof of Concept,2023-07-27,2023-08-02,6.0
OPP-00133,Negotiation,2023-08-02,2023-08-19,17.0
OPP-00134,Discovery,2023-06-30,2023-07-23,23.0
OPP-00134,Qualification,2023-07-23,2023-07-30,7.0
OPP-00134,Proof of Concept,2023-07-30,2023-08-10,11.0
OPP-00134,Negotiation,2023-08-10,2023-08-15,5.0
OPP-00135,Discovery,2023-07-11,2023-07-12,1.0
OPP-00135,Qualification,2023-07-12,2023-07-23,11.0
OPP-00135,Proof of Concept,2023-07-23,2023-08-02,10.0
OPP-00135,Negotiation,2023-08-02,2023-08-15,13.0
OPP-00136,Discovery,2023-07-05,2023-07-06,1.0
OPP-00136,Qualification,2023-07-06,2023-07-10,4.0
OPP-00136,Proof of Concept,2023-07-10,2023-08-05,26.0
OPP-00136,Negotiation,2023-08-05,2023-08-10,5.0
OPP-00137,Discovery,2023-08-06,2023-08-10,4.0
OPP-00137,Qualification,2023-08-10,2023-08-15,5.0
OPP-00137,Proof of Concept,2023-08-15,2023-08-18,3.0
OPP-00137,Negotiation,2023-08-18,2023-08-24,6.0
OPP-00138,Discovery,2023-05-11,2023-05-16,5.0
OPP-00138,Qualification,2023-05-16,2023-05-24,8.0
OPP-00138,Proof of Concept,2023-05-24,2023-07-26,63.0
OPP-00138,Negotiation,2023-07-26,2023-08-15,20.0
OPP-00139,Discovery,2023-05-06,2023-05-10,4.0
OPP-00139,Qualification,2023-05-10,2023-05-24,14.0
OPP-00139,Proof of Concept,2023-05-24,2023-07-28,65.0
OPP-00139,Negotiation,2023-07-28,2023-08-14,17.0
OPP-00140,Discovery,2023-07-26,2023-08-05,10.0
OPP-00140,Qualification,2023-08-05,2023-08-10,5.0
OPP-00140,Proof of Concept,2023-08-10,2023-08-14,4.0
OPP-00140,Negotiation,2023-08-14,2023-08-21,7.0
OPP-00141,Discovery,2023-07-11,2023-07-17,6.0
OPP-00141,Qualification,2023-07-17,2023-07-25,8.0
OPP-00141,Proof of Concept,2023-07-25,2023-07-29,4.0
OPP-00141,Negotiation,2023-07-29,2023-08-05,7.0
OPP-00142,Discovery,2023-06-07,2023-06-16,9.0
OPP-00142,Qualification,2023-06-16,2023-06-30,14.0
OPP-00142,Proof of Concept,2023-06-30,2023-08-04,35.0
OPP-00142,Negotiation,2023-08-04,2023-08-24,20.0
OPP-00143,Discovery,2023-08-14,2023-08-26,12.0
OPP-00143,Qualification,2023-08-26,2023-09-02,7.0
OPP-00143,Proof of Concept,2023-09-02,2023-09-14,12.0
OPP-00143,Negotiation,2023-09-14,2023-09-20,6.0
OPP-00144,Discovery,2023-08-14,2023-08-19,5.0
OPP-00144,Qualification,2023-08-19,2023-08-30,11.0
OPP-00144,Proof of Concept,2023-08-30,2023-09-16,17.0
OPP-00144,Negotiation,2023-09-16,2023-09-24,8.0
OPP-00145,Discovery,2023-04-04,2023-04-13,9.0
OPP-00145,Qualification,2023-04-13,2023-04-16,3.0
OPP-00145,Proof of Concept,2023-04-16,2023-08-28,134.0
OPP-00145,Negotiation,2023-08-28,2023-09-10,13.0
OPP-00146,Discovery,2023-07-26,2023-07-28,2.0
OPP-00146,Qualification,2023-07-28,2023-08-19,22.0
OPP-00146,Proof of Concept,2023-08-19,2023-09-06,18.0
OPP-00146,Negotiation,2023-09-06,2023-09-13,7.0
OPP-00147,Discovery,2023-07-09,2023-07-25,16.0
OPP-00147,Qualification,2023-07-25,2023-08-09,15.0
OPP-00147,Proof of Concept,2023-08-09,2023-08-27,18.0
OPP-00147,Negotiation,2023-08-27,2023-09-09,13.0
OPP-00148,Discovery,2023-06-05,2023-06-23,18.0
OPP-00148,Qualification,2023-06-23,2023-07-21,28.0
OPP-00148,Proof of Concept,2023-07-21,2023-08-22,32.0
OPP-00148,Negotiation,2023-08-22,2023-09-21,30.0
OPP-00149,Discovery,2023-06-11,2023-06-20,9.0
OPP-00149,Qualification,2023-06-20,2023-07-04,14.0
OPP-00149,Proof of Concept,2023-07-04,2023-07-17,13.0
OPP-00149,Negotiation,2023-07-17,2023-09-02,47.0
OPP-00150,Discovery,2023-07-21,2023-08-04,14.0
OPP-00150,Qualification,2023-08-04,2023-08-13,9.0
OPP-00150,Proof of Concept,2023-08-13,2023-09-13,31.0
OPP-00150,Negotiation,2023-09-13,2023-09-18,5.0
OPP-00151,Discovery,2023-08-03,2023-08-10,7.0
OPP-00151,Qualification,2023-08-10,2023-08-28,18.0
OPP-00151,Proof of Concept,2023-08-28,2023-09-02,5.0
OPP-00151,Negotiation,2023-09-02,2023-09-09,7.0
OPP-00152,Discovery,2023-07-12,2023-07-16,4.0
OPP-00152,Qualification,2023-07-16,2023-07-30,14.0
OPP-00152,Proof of Concept,2023-07-30,2023-08-19,20.0
OPP-00152,Negotiation,2023-08-19,2023-09-02,14.0
OPP-00153,Discovery,2023-08-22,2023-08-27,5.0
OPP-00153,Qualification,2023-08-27,2023-09-11,15.0
OPP-00153,Proof of Concept,2023-09-11,2023-09-14,3.0
OPP-00153,Negotiation,2023-09-14,2023-09-21,7.0
OPP-00154,Discovery,2023-09-01,2023-09-05,4.0
OPP-00154,Qualification,2023-09-05,2023-09-19,14.0
OPP-00154,Proof of Concept,2023-09-19,2023-09-20,1.0
OPP-00154,Negotiation,2023-09-20,2023-09-24,4.0
OPP-00155,Discovery,2023-07-15,2023-07-29,14.0
OPP-00155,Qualification,2023-07-29,2023-08-05,7.0
OPP-00155,Proof of Concept,2023-08-05,2023-08-19,14.0
OPP-00155,Negotiation,2023-08-19,2023-09-03,15.0
OPP-00156,Discovery,2023-07-28,2023-08-03,6.0
OPP-00156,Qualification,2023-08-03,2023-08-12,9.0
OPP-00156,Proof of Concept,2023-08-12,2023-09-17,36.0
OPP-00156,Negotiation,2023-09-17,2023-09-25,8.0
OPP-00157,Discovery,2023-05-19,2023-06-03,15.0
OPP-00157,Qualification,2023-06-03,2023-06-08,5.0
OPP-00157,Proof of Concept,2023-06-08,2023-08-14,67.0
OPP-00157,Negotiation,2023-08-14,2023-09-02,19.0
OPP-00158,Discovery,2023-07-09,2023-07-20,11.0
OPP-00158,Qualification,2023-07-20,2023-07-30,10.0
OPP-00158,Proof of Concept,2023-07-30,2023-08-23,24.0
OPP-00158,Negotiation,2023-08-23,2023-09-10,18.0
OPP-00159,Discovery,2023-07-19,2023-07-30,11.0
OPP-00159,Qualification,2023-07-30,2023-07-31,1.0
OPP-00159,Proof of Concept,2023-07-31,2023-08-15,15.0
OPP-00159,Negotiation,2023-08-15,2023-09-03,19.0
OPP-00160,Discovery,2023-08-25,2023-08-30,5.0
OPP-00160,Qualification,2023-08-30,2023-09-02,3.0
OPP-00160,Proof of Concept,2023-09-02,2023-09-12,10.0
OPP-00160,Negotiation,2023-09-12,2023-09-15,3.0
OPP-00161,Discovery,2023-08-29,2023-08-30,1.0
OPP-00161,Qualification,2023-08-30,2023-09-12,13.0
OPP-00161,Proof of Concept,2023-09-12,2023-09-18,6.0
OPP-00161,Negotiation,2023-09-18,2023-09-23,5.0
OPP-00162,Discovery,2023-09-03,2023-09-07,4.0
OPP-00162,Qualification,2023-09-07,2023-09-11,4.0
OPP-00162,Proof of Concept,2023-09-11,2023-09-26,15.0
OPP-00162,Negotiation,2023-09-26,2023-10-01,5.0
OPP-00163,Discovery,2023-09-27,2023-09-28,1.0
OPP-00163,Qualification,2023-09-28,2023-10-08,10.0
OPP-00163,Proof of Concept,2023-10-08,2023-10-13,5.0
OPP-00163,Negotiation,2023-10-13,2023-10-27,14.0
OPP-00164,Discovery,2023-09-05,2023-09-15,10.0
OPP-00164,Qualification,2023-09-15,2023-10-02,17.0
OPP-00164,Proof of Concept,2023-10-02,2023-10-13,11.0
OPP-00164,Negotiation,2023-10-13,2023-10-21,8.0
OPP-00165,Discovery,2023-08-17,2023-08-31,14.0
OPP-00165,Qualification,2023-08-31,2023-09-03,3.0
OPP-00165,Proof of Concept,2023-09-03,2023-09-30,27.0
OPP-00165,Negotiation,2023-09-30,2023-10-26,26.0
OPP-00166,Discovery,2023-08-16,2023-08-27,11.0
OPP-00166,Qualification,2023-08-27,2023-09-24,28.0
OPP-00166,Proof of Concept,2023-09-24,2023-10-04,10.0
OPP-00166,Negotiation,2023-10-04,2023-10-08,4.0
OPP-00167,Discovery,2023-08-31,2023-09-04,4.0
OPP-00167,Qualification,2023-09-04,2023-09-29,25.0
OPP-00167,Proof of Concept,2023-09-29,2023-10-08,9.0
OPP-00167,Negotiation,2023-10-08,2023-10-18,10.0
OPP-00168,Discovery,2023-08-19,2023-08-24,5.0
OPP-00168,Qualification,2023-08-24,2023-08-29,5.0
OPP-00168,Proof of Concept,2023-08-29,2023-10-01,33.0
OPP-00168,Negotiation,2023-10-01,2023-10-05,4.0
OPP-00169,Discovery,2023-09-04,2023-09-07,3.0
OPP-00169,Qualification,2023-09-07,2023-09-16,9.0
OPP-00169,Proof of Concept,2023-09-16,2023-10-13,27.0
OPP-00169,Negotiation,2023-10-13,2023-10-21,8.0
OPP-00170,Discovery,2023-10-14,2023-10-17,3.0
OPP-00170,Qualification,2023-10-17,2023-10-23,6.0
OPP-00170,Proof of Concept,2023-10-23,2023-10-25,2.0
OPP-00170,Negotiation,2023-10-25,2023-10-26,1.0
OPP-00171,Discovery,2023-09-06,2023-09-10,4.0
OPP-00171,Qualification,2023-09-10,2023-09-11,1.0
OPP-00171,Proof of Concept,2023-09-11,2023-09-25,14.0
OPP-00171,Negotiation,2023-09-25,2023-10-16,21.0
OPP-00172,Discovery,2023-09-09,2023-09-16,7.0
OPP-00172,Qualification,2023-09-16,2023-09-22,6.0
OPP-00172,Proof of Concept,2023-09-22,2023-10-06,14.0
OPP-00172,Negotiation,2023-10-06,2023-10-12,6.0
OPP-00173,Discovery,2023-09-19,2023-09-23,4.0
OPP-00173,Qualification,2023-09-23,2023-10-04,11.0
OPP-00173,Proof of Concept,2023-10-04,2023-10-13,9.0
OPP-00173,Negotiation,2023-10-13,2023-10-20,7.0
OPP-00174,Discovery,2023-09-30,2023-10-07,7.0
OPP-00174,Qualification,2023-10-07,2023-10-14,7.0
OPP-00174,Proof of Concept,2023-10-14,2023-10-16,2.0
OPP-00174,Negotiation,2023-10-16,2023-10-24,8.0
OPP-00175,Discovery,2023-09-14,2023-09-19,5.0
OPP-00175,Qualification,2023-09-19,2023-09-22,3.0
OPP-00175,Proof of Concept,2023-09-22,2023-09-29,7.0
OPP-00175,Negotiation,2023-09-29,2023-10-08,9.0
OPP-00176,Discovery,2023-05-28,2023-06-02,5.0
OPP-00176,Qualification,2023-06-02,2023-06-18,16.0
OPP-00176,Proof of Concept,2023-06-18,2023-10-05,109.0
OPP-00176,Negotiation,2023-10-05,2023-10-19,14.0
OPP-00177,Discovery,2023-09-13,2023-09-26,13.0
OPP-00177,Qualification,2023-09-26,2023-10-02,6.0
OPP-00177,Proof of Concept,2023-10-02,2023-10-07,5.0
OPP-00177,Negotiation,2023-10-07,2023-10-20,13.0
OPP-00178,Discovery,2023-09-05,2023-09-06,1.0
OPP-00178,Qualification,2023-09-06,2023-09-19,13.0
OPP-00178,Proof of Concept,2023-09-19,2023-10-14,25.0
OPP-00178,Negotiation,2023-10-14,2023-10-24,10.0
OPP-00179,Discovery,2023-09-06,2023-09-16,10.0
OPP-00179,Qualification,2023-09-16,2023-10-06,20.0
OPP-00179,Proof of Concept,2023-10-06,2023-10-21,15.0
OPP-00179,Negotiation,2023-10-21,2023-10-24,3.0
OPP-00180,Discovery,2023-08-23,2023-09-16,24.0
OPP-00180,Qualification,2023-09-16,2023-09-21,5.0
OPP-00180,Proof of Concept,2023-09-21,2023-10-20,29.0
OPP-00180,Negotiation,2023-10-20,2023-10-25,5.0
OPP-00181,Discovery,2023-08-31,2023-09-05,5.0
OPP-00181,Qualification,2023-09-05,2023-09-13,8.0
OPP-00181,Proof of Concept,2023-09-13,2023-09-19,6.0
OPP-00181,Negotiation,2023-09-19,2023-10-08,19.0
OPP-00182,Discovery,2023-10-05,2023-10-18,13.0
OPP-00182,Qualification,2023-10-18,2023-10-27,9.0
OPP-00182,Proof of Concept,2023-10-27,2023-10-31,4.0
OPP-00182,Negotiation,2023-10-31,2023-11-08,8.0
OPP-00183,Discovery,2023-10-30,2023-11-03,4.0
OPP-00183,Qualification,2023-11-03,2023-11-05,2.0
OPP-00183,Proof of Concept,2023-11-05,2023-11-20,15.0
OPP-00183,Negotiation,2023-11-20,2023-11-23,3.0
OPP-00184,Discovery,2023-09-19,2023-09-30,11.0
OPP-00184,Qualification,2023-09-30,2023-10-20,20.0
OPP-00184,Proof of Concept,2023-10-20,2023-11-01,12.0
OPP-00184,Negotiation,2023-11-01,2023-11-08,7.0
OPP-00185,Discovery,2023-11-13,2023-11-17,4.0
OPP-00185,Qualification,2023-11-17,2023-11-20,3.0
OPP-00185,Proof of Concept,2023-11-20,2023-11-25,5.0
OPP-00185,Negotiation,2023-11-25,2023-11-27,2.0
OPP-00186,Discovery,2023-08-22,2023-08-30,8.0
OPP-00186,Qualification,2023-08-30,2023-09-13,14.0
OPP-00186,Proof of Concept,2023-09-13,2023-10-25,42.0
OPP-00186,Negotiation,2023-10-25,2023-11-07,13.0
OPP-00187,Discovery,2023-09-18,2023-09-26,8.0
OPP-00187,Qualification,2023-09-26,2023-10-06,10.0
OPP-00187,Proof of Concept,2023-10-06,2023-10-23,17.0
OPP-00187,Negotiation,2023-10-23,2023-11-15,23.0
OPP-00188,Discovery,2023-10-06,2023-10-10,4.0
OPP-00188,Qualification,2023-10-10,2023-10-20,10.0
OPP-00188,Proof of Concept,2023-10-20,2023-10-26,6.0
OPP-00188,Negotiation,2023-10-26,2023-11-01,6.0
OPP-00189,Discovery,2023-10-14,2023-10-17,3.0
OPP-00189,Qualification,2023-10-17,2023-10-28,11.0
OPP-00189,Proof of Concept,2023-10-28,2023-11-04,7.0
OPP-00189,Negotiation,2023-11-04,2023-11-13,9.0
OPP-00190,Discovery,2023-10-25,2023-10-31,6.0
OPP-00190,Qualification,2023-10-31,2023-11-07,7.0
OPP-00190,Proof of Concept,2023-11-07,2023-11-13,6.0
OPP-00190,Negotiation,2023-11-13,2023-11-19,6.0
OPP-00191,Discovery,2023-10-14,2023-10-21,7.0
OPP-00191,Qualification,2023-10-21,2023-10-24,3.0
OPP-00191,Proof of Concept,2023-10-24,2023-11-07,14.0
OPP-00191,Negotiation,2023-11-07,2023-11-22,15.0
OPP-00192,Discovery,2023-10-17,2023-10-20,3.0
OPP-00192,Qualification,2023-10-20,2023-10-27,7.0
OPP-00192,Proof of Concept,2023-10-27,2023-11-02,6.0
OPP-00192,Negotiation,2023-11-02,2023-11-09,7.0
OPP-00193,Discovery,2023-10-21,2023-10-24,3.0
OPP-00193,Qualification,2023-10-24,2023-10-25,1.0
OPP-00193,Proof of Concept,2023-10-25,2023-11-07,13.0
OPP-00193,Negotiation,2023-11-07,2023-11-12,5.0
OPP-00194,Discovery,2023-10-07,2023-10-09,2.0
OPP-00194,Qualification,2023-10-09,2023-10-16,7.0
OPP-00194,Proof of Concept,2023-10-16,2023-10-22,6.0
OPP-00194,Negotiation,2023-10-22,2023-11-01,10.0
OPP-00195,Discovery,2023-08-29,2023-09-03,5.0
OPP-00195,Qualification,2023-09-03,2023-09-17,14.0
OPP-00195,Proof of Concept,2023-09-17,2023-10-11,24.0
OPP-00195,Negotiation,2023-10-11,2023-11-03,23.0
OPP-00196,Discovery,2023-09-26,2023-09-29,3.0
OPP-00196,Qualification,2023-09-29,2023-10-10,11.0
OPP-00196,Proof of Concept,2023-10-10,2023-10-20,10.0
OPP-00196,Negotiation,2023-10-20,2023-11-21,32.0
OPP-00197,Discovery,2023-10-07,2023-10-11,4.0
OPP-00197,Qualification,2023-10-11,2023-10-17,6.0
OPP-00197,Proof of Concept,2023-10-17,2023-10-26,9.0
OPP-00197,Negotiation,2023-10-26,2023-11-02,7.0
OPP-00198,Discovery,2023-09-14,2023-10-08,24.0
OPP-00198,Qualification,2023-10-08,2023-10-16,8.0
OPP-00198,Proof of Concept,2023-10-16,2023-11-04,19.0
OPP-00198,Negotiation,2023-11-04,2023-11-11,7.0
OPP-00199,Discovery,2023-09-14,2023-09-27,13.0
OPP-00199,Qualification,2023-09-27,2023-09-29,2.0
OPP-00199,Proof of Concept,2023-09-29,2023-10-30,31.0
OPP-00199,Negotiation,2023-10-30,2023-11-13,14.0
OPP-00200,Discovery,2023-09-06,2023-09-14,8.0
OPP-00200,Qualification,2023-09-14,2023-09-23,9.0
OPP-00200,Proof of Concept,2023-09-23,2023-11-04,42.0
OPP-00200,Negotiation,2023-11-04,2023-11-23,19.0
OPP-00201,Discovery,2023-09-01,2023-09-07,6.0
OPP-00201,Qualification,2023-09-07,2023-09-20,13.0
OPP-00201,Proof of Concept,2023-09-20,2023-10-27,37.0
OPP-00201,Negotiation,2023-10-27,2023-11-17,21.0
OPP-00202,Discovery,2023-07-08,2023-07-22,14.0
OPP-00202,Qualification,2023-07-22,2023-09-29,69.0
OPP-00202,Proof of Concept,2023-09-29,2023-11-01,33.0
OPP-00202,Negotiation,2023-11-01,2023-11-11,10.0
OPP-00203,Discovery,2023-11-01,2023-11-03,2.0
OPP-00203,Qualification,2023-11-03,2023-11-06,3.0
OPP-00203,Proof of Concept,2023-11-06,2023-11-17,11.0
OPP-00203,Negotiation,2023-11-17,2023-11-23,6.0
OPP-00204,Discovery,2023-10-11,2023-10-29,18.0
OPP-00204,Qualification,2023-10-29,2023-11-04,6.0
OPP-00204,Proof of Concept,2023-11-04,2023-11-20,16.0
OPP-00204,Negotiation,2023-11-20,2023-12-05,15.0
OPP-00205,Discovery,2023-11-10,2023-11-13,3.0
OPP-00205,Qualification,2023-11-13,2023-11-21,8.0
OPP-00205,Proof of Concept,2023-11-21,2023-12-04,13.0
OPP-00205,Negotiation,2023-12-04,2023-12-10,6.0
OPP-00206,Discovery,2023-10-25,2023-11-04,10.0
OPP-00206,Qualification,2023-11-04,2023-11-09,5.0
OPP-00206,Proof of Concept,2023-11-09,2023-11-25,16.0
OPP-00206,Negotiation,2023-11-25,2023-12-03,8.0
OPP-00207,Discovery,2023-11-02,2023-11-12,10.0
OPP-00207,Qualification,2023-11-12,2023-11-16,4.0
OPP-00207,Proof of Concept,2023-11-16,2023-11-19,3.0
OPP-00207,Negotiation,2023-11-19,2023-12-05,16.0
OPP-00208,Discovery,2023-11-03,2023-11-17,14.0
OPP-00208,Qualification,2023-11-17,2023-11-23,6.0
OPP-00208,Proof of Concept,2023-11-23,2023-12-15,22.0
OPP-00208,Negotiation,2023-12-15,2023-12-17,2.0
OPP-00209,Discovery,2023-10-06,2023-10-16,10.0
OPP-00209,Qualification,2023-10-16,2023-10-22,6.0
OPP-00209,Proof of Concept,2023-10-22,2023-11-23,32.0
OPP-00209,Negotiation,2023-11-23,2023-12-02,9.0
OPP-00210,Discovery,2023-11-15,2023-11-19,4.0
OPP-00210,Qualification,2023-11-19,2023-11-26,7.0
OPP-00210,Proof of Concept,2023-11-26,2023-12-10,14.0
OPP-00210,Negotiation,2023-12-10,2023-12-23,13.0
OPP-00211,Discovery,2023-11-20,2023-11-21,1.0
OPP-00211,Qualification,2023-11-21,2023-11-29,8.0
OPP-00211,Proof of Concept,2023-11-29,2023-12-08,9.0
OPP-00211,Negotiation,2023-12-08,2023-12-13,5.0
OPP-00212,Discovery,2023-09-08,2023-09-18,10.0
OPP-00212,Qualification,2023-09-18,2023-10-06,18.0
OPP-00212,Proof of Concept,2023-10-06,2023-11-17,42.0
OPP-00212,Negotiation,2023-11-17,2023-12-14,27.0
OPP-00213,Discovery,2023-11-29,2023-11-30,1.0
OPP-00213,Qualification,2023-11-30,2023-12-06,6.0
OPP-00213,Proof of Concept,2023-12-06,2023-12-10,4.0
OPP-00213,Negotiation,2023-12-10,2023-12-13,3.0
OPP-00214,Discovery,2023-10-15,2023-10-27,12.0
OPP-00214,Qualification,2023-10-27,2023-11-14,18.0
OPP-00214,Proof of Concept,2023-11-14,2023-12-08,24.0
OPP-00214,Negotiation,2023-12-08,2023-12-16,8.0
OPP-00215,Discovery,2023-10-28,2023-11-03,6.0
OPP-00215,Qualification,2023-11-03,2023-11-11,8.0
OPP-00215,Proof of Concept,2023-11-11,2023-12-05,24.0
OPP-00215,Negotiation,2023-12-05,2023-12-22,17.0
OPP-00216,Discovery,2023-11-09,2023-11-14,5.0
OPP-00216,Qualification,2023-11-14,2023-11-18,4.0
OPP-00216,Proof of Concept,2023-11-18,2023-11-21,3.0
OPP-00216,Negotiation,2023-11-21,2023-12-13,22.0
OPP-00217,Discovery,2023-11-21,2023-11-22,1.0
OPP-00217,Qualification,2023-11-22,2023-11-28,6.0
OPP-00217,Proof of Concept,2023-11-28,2023-12-05,7.0
OPP-00217,Negotiation,2023-12-05,2023-12-15,10.0
OPP-00218,Discovery,2023-07-11,2023-07-18,7.0
OPP-00218,Qualification,2023-07-18,2023-08-10,23.0
OPP-00218,Proof of Concept,2023-08-10,2023-11-10,92.0
OPP-00218,Negotiation,2023-11-10,2023-12-16,36.0
OPP-00219,Discovery,2023-09-07,2023-10-03,26.0
OPP-00219,Qualification,2023-10-03,2023-10-08,5.0
OPP-00219,Proof of Concept,2023-10-08,2023-11-04,27.0
OPP-00219,Negotiation,2023-11-04,2023-12-03,29.0
OPP-00220,Discovery,2023-09-16,2023-10-03,17.0
OPP-00220,Qualification,2023-10-03,2023-10-13,10.0
OPP-00220,Proof of Concept,2023-10-13,2023-12-04,52.0
OPP-00220,Negotiation,2023-12-04,2023-12-16,12.0
OPP-00221,Discovery,2023-11-12,2023-11-15,3.0
OPP-00221,Qualification,2023-11-15,2023-11-23,8.0
OPP-00221,Proof of Concept,2023-11-23,2023-12-05,12.0
OPP-00221,Negotiation,2023-12-05,2023-12-10,5.0
OPP-00222,Discovery,2023-10-26,2023-11-03,8.0
OPP-00222,Qualification,2023-11-03,2023-11-21,18.0
OPP-00222,Proof of Concept,2023-11-21,2023-11-28,7.0
OPP-00222,Negotiation,2023-11-28,2023-12-22,24.0
OPP-00223,Discovery,2023-10-30,2023-11-05,6.0
OPP-00223,Qualification,2023-11-05,2023-11-28,23.0
OPP-00223,Proof of Concept,2023-11-28,2023-12-10,12.0
OPP-00223,Negotiation,2023-12-10,2023-12-19,9.0
OPP-00224,Discovery,2023-12-07,2023-12-24,17.0
OPP-00224,Qualification,2023-12-24,2024-01-14,21.0
OPP-00224,Proof of Concept,2024-01-14,2024-01-22,8.0
OPP-00224,Negotiation,2024-01-22,2024-01-27,5.0
OPP-00225,Discovery,2023-11-16,2023-11-27,11.0
OPP-00225,Qualification,2023-11-27,2023-12-03,6.0
OPP-00225,Proof of Concept,2023-12-03,2024-01-03,31.0
